name,ticker,market,sector
PT Integra Indocabinet Tbk,WOOD,IDX,Consumer durables
PT Ginting Jaya Energi Tbk,WOWS,IDX,Industrial services
PT Waskita Beton Precast Tbk,WSBP,IDX,Non-energy minerals
PT Wijaya Karya Beton Tbk,WTON,IDX,Industrial services
PT Yelooo Integra Datanet Tbk,YELO,IDX,Distribution services
PT Asuransi Digital Bersama Tbk,YOII,IDX,Finance
PT Yanaprima Hastapersada Tbk,YPAS,IDX,Process industries
PT Yulie Sekuritas Indonesia Tbk,YULE,IDX,Finance
Pt Yupi Indo Jelly Gum Tbk,YUPI,IDX,Consumer non-durables
PT Bersama Zatta Jaya Tbk,ZATA,IDX,Retail trade
PT Kapuas Prima Coal Tbk,ZINC,IDX,Non-energy minerals
PT Mega Perintis Tbk,ZONE,IDX,Consumer non-durables
PT Zyrexindo Mandiri Buana Tbk,ZYRX,IDX,Electronic technology
